time_segment,VisitorCount,DayOfWeek,is_official_holiday,is_school_holiday,is_bridge_day,Weekday,Month,Winter,Spring,Summer,Autumn,after_holiday,after_bridge,after_school_holiday,precip_quantity,temp_avg,wind_speed_10m,humidity_rel_shelter_avg,pressure,sun_duration
AfterNoor,50,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,8.78,22.89,2.31,71.61,1013.37,407.33
Morning,62,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,8.78,22.89,2.31,71.61,1013.37,407.33
Noon,42,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,8.78,22.89,2.31,71.61,1013.37,407.33
AfterNoor,83,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,16.92,1.25,76.49,1021.44,752.92
Morning,119,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,16.92,1.25,76.49,1021.44,752.92
Noon,89,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,16.92,1.25,76.49,1021.44,752.92
Morning,97,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,19.74,2.02,70.78,1011.81,595.58
Noon,100,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,19.74,2.02,70.78,1011.81,595.58
Noon,1,Monday,0,0,0,0,9,0,0,0,1,0,0,1,0,15.56,1.8,68.96,1022.78,621.67
AfterNoor,58,Monday,0,0,0,0,9,0,0,0,1,0,0,1,0.03,16.7,2.5,81.07,1012.93,377.75
Noon,90,Monday,0,0,0,0,9,0,0,0,1,0,0,0,0.03,16.7,2.5,81.07,1012.93,377.75
AfterNoor,24,Tuesday,0,0,0,1,9,0,0,0,1,0,0,0,9,15.39,2.54,87.67,1006.89,0
Morning,66,Tuesday,0,0,0,1,9,0,0,0,1,0,0,1,9,15.39,2.54,87.67,1006.89,0
Noon,38,Tuesday,0,0,0,1,9,0,0,0,1,0,0,0,9,15.39,2.54,87.67,1006.89,0
AfterNoor,39,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,5.94,15.58,3.82,89.57,1004.4,61.92
Morning,51,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,5.94,15.58,3.82,89.57,1004.4,61.92
Noon,37,Wednesday,0,0,0,2,9,0,0,0,1,0,0,0,5.94,15.58,3.82,89.57,1004.4,61.92
AfterNoor,37,Friday,0,0,0,4,9,0,0,0,1,0,0,0,3.56,15.81,4.14,83.8,1007.47,379.75
Morning,42,Friday,0,0,0,4,9,0,0,0,1,0,0,0,3.56,15.81,4.14,83.8,1007.47,379.75
Noon,56,Friday,0,0,0,4,9,0,0,0,1,0,0,0,3.56,15.81,4.14,83.8,1007.47,379.75
Morning,86,Saturday,0,0,0,5,9,0,0,0,1,0,0,0,5.68,15.2,4.87,85.99,1010.2,194.08
Noon,83,Saturday,0,0,0,5,9,0,0,0,1,0,0,0,5.68,15.2,4.87,85.99,1010.2,194.08
AfterNoor,37,Monday,0,0,0,0,9,0,0,0,1,0,0,0,1.34,15.33,3.87,81.18,1009.2,298.83
Noon,38,Monday,0,0,0,0,9,0,0,0,1,0,0,0,1.34,15.33,3.87,81.18,1009.2,298.83
AfterNoor,35,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,18.62,16.07,3.64,91.54,1000.2,17.83
Morning,15,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,18.62,16.07,3.64,91.54,1000.2,17.83
Noon,17,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,18.62,16.07,3.64,91.54,1000.2,17.83
AfterNoor,36,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,1.81,10.8,2.86,84.19,1012.6,288.83
Morning,38,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,1.81,10.8,2.86,84.19,1012.6,288.83
Noon,42,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,1.81,10.8,2.86,84.19,1012.6,288.83
AfterNoor,34,Friday,0,0,0,4,10,0,0,0,1,0,0,0,8.49,12.02,3.22,92.11,1004.93,17.17
Morning,60,Friday,0,0,0,4,10,0,0,0,1,0,0,0,8.49,12.02,3.22,92.11,1004.93,17.17
Noon,50,Friday,0,0,0,4,10,0,0,0,1,0,0,0,8.49,12.02,3.22,92.11,1004.93,17.17
Morning,82,Saturday,0,0,0,5,10,0,0,0,1,0,0,0,0,10.19,2.44,87.94,1014.39,47.08
Noon,96,Saturday,0,0,0,5,10,0,0,0,1,0,0,0,0,10.19,2.44,87.94,1014.39,47.08
AfterNoor,63,Monday,0,0,0,0,10,0,0,0,1,0,0,0,2.78,11.06,2.17,94.87,1014.75,0
Noon,67,Monday,0,0,0,0,10,0,0,0,1,0,0,0,2.78,11.06,2.17,94.87,1014.75,0
AfterNoor,23,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,4.93,13.8,3.66,91.88,1007.31,30.08
Morning,39,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,4.93,13.8,3.66,91.88,1007.31,30.08
Noon,42,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,4.93,13.8,3.66,91.88,1007.31,30.08
AfterNoor,29,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,3.19,11.99,4.58,86.96,1006.28,136.33
Morning,39,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,3.19,11.99,4.58,86.96,1006.28,136.33
Noon,33,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,3.19,11.99,4.58,86.96,1006.28,136.33
AfterNoor,29,Friday,0,0,0,4,10,0,0,0,1,0,0,0,0.2,15.39,5.51,78.58,1010.72,0
Morning,59,Friday,0,0,0,4,10,0,0,0,1,0,0,0,0.2,15.39,5.51,78.58,1010.72,0
Noon,52,Friday,0,0,0,4,10,0,0,0,1,0,0,0,0.2,15.39,5.51,78.58,1010.72,0
Morning,86,Saturday,0,0,0,5,10,0,0,0,1,0,0,0,0,16.27,3.72,81.96,1008.51,137.5
Noon,103,Saturday,0,0,0,5,10,0,0,0,1,0,0,0,0,16.27,3.72,81.96,1008.51,137.5
AfterNoor,56,Monday,0,0,0,0,10,0,0,0,1,0,0,0,0.53,16.86,1.92,86.18,1007.93,281.25
Noon,75,Monday,0,0,0,0,10,0,0,0,1,0,0,0,0.53,16.86,1.92,86.18,1007.93,281.25
AfterNoor,26,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,0.59,15.16,2.64,85.68,1005.74,0.5
Morning,51,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,0.59,15.16,2.64,85.68,1005.74,0.5
Noon,35,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,0.59,15.16,2.64,85.68,1005.74,0.5
AfterNoor,26,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,13.24,13.27,3.51,94.55,1006.79,27.67
Morning,46,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,13.24,13.27,3.51,94.55,1006.79,27.67
Noon,29,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,13.24,13.27,3.51,94.55,1006.79,27.67
AfterNoor,42,Friday,0,0,0,4,10,0,0,0,1,0,0,0,2.62,13.21,4.3,78.77,1004.55,253
Morning,53,Friday,0,0,0,4,10,0,0,0,1,0,0,0,2.62,13.21,4.3,78.77,1004.55,253
Noon,37,Friday,0,0,0,4,10,0,0,0,1,0,0,0,2.62,13.21,4.3,78.77,1004.55,253
Morning,65,Saturday,0,0,0,5,10,0,0,0,1,0,0,0,2.66,12.16,2.46,88.64,1003.83,90.42
Noon,89,Saturday,0,0,0,5,10,0,0,0,1,0,0,0,2.66,12.16,2.46,88.64,1003.83,90.42
AfterNoor,37,Monday,0,0,0,0,10,0,0,0,1,0,0,0,7.92,12.36,2.85,93.15,1014.72,70.25
Noon,60,Monday,0,0,0,0,10,0,0,0,1,0,0,0,7.92,12.36,2.85,93.15,1014.72,70.25
AfterNoor,36,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,0.09,12.87,1.99,91.11,1022.25,184.5
Morning,51,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,0.09,12.87,1.99,91.11,1022.25,184.5
Noon,42,Tuesday,0,0,0,1,10,0,0,0,1,0,0,0,0.09,12.87,1.99,91.11,1022.25,184.5
AfterNoor,58,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,0,13.42,2.14,91.9,1012.78,204.33
Morning,51,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,0,13.42,2.14,91.9,1012.78,204.33
Noon,62,Wednesday,0,0,0,2,10,0,0,0,1,0,0,0,0,13.42,2.14,91.9,1012.78,204.33
AfterNoor,61,Friday,0,0,0,4,10,0,0,0,1,0,0,0,0,14.21,4.47,83.19,1016.33,272.83
Morning,78,Friday,0,0,0,4,10,0,0,0,1,0,0,0,0,14.21,4.47,83.19,1016.33,272.83
Noon,86,Friday,0,0,0,4,10,0,0,0,1,0,0,0,0,14.21,4.47,83.19,1016.33,272.83
Morning,95,Saturday,0,0,0,5,10,0,0,0,1,0,0,0,0.85,17.1,5.71,72.44,1011.97,427.17
Noon,128,Saturday,0,0,0,5,10,0,0,0,1,0,0,0,0.85,17.1,5.71,72.44,1011.97,427.17
AfterNoor,64,Monday,0,1,0,0,10,0,0,0,1,0,0,0,0,7.68,1.2,86.94,1022.8,388.75
Noon,98,Monday,0,1,0,0,10,0,0,0,1,0,0,0,0,7.68,1.2,86.94,1022.8,388.75
AfterNoor,58,Tuesday,0,1,0,1,10,0,0,0,1,0,0,1,0,7.82,2.58,83.08,1024.27,451.92
Morning,73,Tuesday,0,1,0,1,10,0,0,0,1,0,0,0,0,7.82,2.58,83.08,1024.27,451.92
Noon,70,Tuesday,0,1,0,1,10,0,0,0,1,0,0,1,0,7.82,2.58,83.08,1024.27,451.92
AfterNoor,51,Wednesday,0,1,0,2,10,0,0,0,1,0,0,1,0,5.05,2.8,89.41,1025.15,213.75
Morning,62,Wednesday,0,1,0,2,10,0,0,0,1,0,0,1,0,5.05,2.8,89.41,1025.15,213.75
Noon,69,Wednesday,0,1,0,2,10,0,0,0,1,0,0,1,0,5.05,2.8,89.41,1025.15,213.75
AfterNoor,34,Monday,0,0,0,0,11,0,0,0,1,0,0,1,1.34,10.83,2.89,89.44,987.16,138.25
Noon,96,Monday,0,0,0,0,11,0,0,0,1,0,0,1,1.34,10.83,2.89,89.44,987.16,138.25
AfterNoor,30,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0.59,9.15,2.04,91.13,995.55,22.33
Morning,60,Tuesday,0,0,0,1,11,0,0,0,1,0,0,1,0.59,9.15,2.04,91.13,995.55,22.33
Noon,41,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0.59,9.15,2.04,91.13,995.55,22.33
AfterNoor,28,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.53,9.14,1.23,92.65,1001.55,29.58
Morning,41,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.53,9.14,1.23,92.65,1001.55,29.58
Noon,37,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.53,9.14,1.23,92.65,1001.55,29.58
AfterNoor,35,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.34,5.26,1.38,92.45,1005.03,394.67
Morning,52,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.34,5.26,1.38,92.45,1005.03,394.67
Noon,45,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.34,5.26,1.38,92.45,1005.03,394.67
Morning,89,Saturday,0,0,0,5,11,0,0,0,1,0,0,0,0.47,5.6,2.66,91.47,1006.98,363.08
Noon,106,Saturday,0,0,0,5,11,0,0,0,1,0,0,0,0.47,5.6,2.66,91.47,1006.98,363.08
AfterNoor,38,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0,5.74,4.57,85.02,999.5,271.42
Morning,46,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0,5.74,4.57,85.02,999.5,271.42
Noon,41,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0,5.74,4.57,85.02,999.5,271.42
AfterNoor,41,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.76,6.83,3.03,91.27,999.27,109.17
Morning,44,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.76,6.83,3.03,91.27,999.27,109.17
Noon,41,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.76,6.83,3.03,91.27,999.27,109.17
AfterNoor,24,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0,4.04,2.7,90.73,1000.2,4.67
Morning,58,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0,4.04,2.7,90.73,1000.2,4.67
Noon,44,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0,4.04,2.7,90.73,1000.2,4.67
Morning,85,Saturday,0,0,0,5,11,0,0,0,1,0,0,0,0,3.92,1.54,89.92,1007.27,323.25
Noon,100,Saturday,0,0,0,5,11,0,0,0,1,0,0,0,0,3.92,1.54,89.92,1007.27,323.25
AfterNoor,23,Monday,0,0,0,0,11,0,0,0,1,0,0,0,4.08,5.77,2.6,93.86,1009.31,0
Noon,43,Monday,0,0,0,0,11,0,0,0,1,0,0,0,4.08,5.77,2.6,93.86,1009.31,0
AfterNoor,33,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0,3.93,2.14,87.68,1016.51,381.58
Morning,44,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0,3.93,2.14,87.68,1016.51,381.58
Noon,45,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0,3.93,2.14,87.68,1016.51,381.58
AfterNoor,52,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.06,1.12,1.77,92.02,1015.38,393.25
Morning,37,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.06,1.12,1.77,92.02,1015.38,393.25
Noon,42,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,0.06,1.12,1.77,92.02,1015.38,393.25
AfterNoor,45,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.06,7.27,2.93,87.2,1001.22,362.83
Morning,67,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.06,7.27,2.93,87.2,1001.22,362.83
Noon,57,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.06,7.27,2.93,87.2,1001.22,362.83
Morning,72,Saturday,0,0,0,5,11,0,0,0,1,0,0,0,0.19,6.14,2.53,89.44,996.85,0
Noon,80,Saturday,0,0,0,5,11,0,0,0,1,0,0,0,0.19,6.14,2.53,89.44,996.85,0
AfterNoor,41,Monday,0,0,0,0,11,0,0,0,1,0,0,0,0,7.61,1.9,91.84,1007.01,340
Noon,77,Monday,0,0,0,0,11,0,0,0,1,0,0,0,0,7.61,1.9,91.84,1007.01,340
AfterNoor,21,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0.81,10.7,2.91,93.22,1000.3,0
Morning,42,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0.81,10.7,2.91,93.22,1000.3,0
Noon,41,Tuesday,0,0,0,1,11,0,0,0,1,0,0,0,0.81,10.7,2.91,93.22,1000.3,0
AfterNoor,30,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,11.57,10.84,5.1,90.63,987.23,23.92
Morning,49,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,11.57,10.84,5.1,90.63,987.23,23.92
Noon,29,Wednesday,0,0,0,2,11,0,0,0,1,0,0,0,11.57,10.84,5.1,90.63,987.23,23.92
AfterNoor,27,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.71,6.14,1.68,89.36,1012.3,95.67
Morning,63,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.71,6.14,1.68,89.36,1012.3,95.67
Noon,57,Friday,0,0,0,4,11,0,0,0,1,0,0,0,0.71,6.14,1.68,89.36,1012.3,95.67
Morning,77,Saturday,0,0,0,5,11,0,0,0,1,0,0,0,0.03,2.61,1.58,94.86,1022.09,397.67
Noon,121,Saturday,0,0,0,5,11,0,0,0,1,0,0,0,0.03,2.61,1.58,94.86,1022.09,397.67
AfterNoor,37,Monday,0,0,0,0,12,1,0,0,0,0,0,0,0.09,3.5,1.56,96.85,1027,94.67
Noon,54,Monday,0,0,0,0,12,1,0,0,0,0,0,0,0.09,3.5,1.56,96.85,1027,94.67
AfterNoor,26,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0,1.96,1.25,98,1027.67,211.42
Morning,34,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0,1.96,1.25,98,1027.67,211.42
Noon,38,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0,1.96,1.25,98,1027.67,211.42
AfterNoor,28,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,0,0.81,1.02,96.76,1021.29,416.83
Morning,37,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,0,0.81,1.02,96.76,1021.29,416.83
Noon,41,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,0,0.81,1.02,96.76,1021.29,416.83
AfterNoor,9,Friday,0,0,0,4,12,1,0,0,0,0,0,0,8.97,5.76,6.23,94.2,1009.21,0
Morning,27,Friday,0,0,0,4,12,1,0,0,0,0,0,0,8.97,5.76,6.23,94.2,1009.21,0
Noon,36,Friday,0,0,0,4,12,1,0,0,0,0,0,0,8.97,5.76,6.23,94.2,1009.21,0
Morning,58,Saturday,0,0,0,5,12,1,0,0,0,0,0,0,0,9.51,3.99,83,1012.33,0
Noon,76,Saturday,0,0,0,5,12,1,0,0,0,0,0,0,0,9.51,3.99,83,1012.33,0
AfterNoor,7,Monday,0,0,0,0,12,1,0,0,0,0,0,0,8.49,6.86,5.7,86.72,1004.63,4.25
Noon,27,Monday,0,0,0,0,12,1,0,0,0,0,0,0,8.49,6.86,5.7,86.72,1004.63,4.25
AfterNoor,25,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0.13,5.5,4.52,80.38,1019.77,328.33
Morning,32,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0.13,5.5,4.52,80.38,1019.77,328.33
Noon,49,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0.13,5.5,4.52,80.38,1019.77,328.33
AfterNoor,43,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,2.41,6.5,3.71,92.94,1006.24,0
Morning,28,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,2.41,6.5,3.71,92.94,1006.24,0
Noon,37,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,2.41,6.5,3.71,92.94,1006.24,0
AfterNoor,17,Friday,0,0,0,4,12,1,0,0,0,0,0,0,7.11,6.15,4.46,92.19,977.97,0
Morning,29,Friday,0,0,0,4,12,1,0,0,0,0,0,0,7.11,6.15,4.46,92.19,977.97,0
Noon,37,Friday,0,0,0,4,12,1,0,0,0,0,0,0,7.11,6.15,4.46,92.19,977.97,0
Morning,60,Saturday,0,0,0,5,12,1,0,0,0,0,0,0,9.76,6.64,5.14,83.57,990.7,76
Noon,66,Saturday,0,0,0,5,12,1,0,0,0,0,0,0,9.76,6.64,5.14,83.57,990.7,76
AfterNoor,23,Monday,0,0,0,0,12,1,0,0,0,0,0,0,0.65,7.75,2.02,95.78,1002.74,0
Noon,72,Monday,0,0,0,0,12,1,0,0,0,0,0,0,0.65,7.75,2.02,95.78,1002.74,0
AfterNoor,31,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0.44,11.39,3.66,82.66,1000.25,176.58
Morning,42,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0.44,11.39,3.66,82.66,1000.25,176.58
Noon,46,Tuesday,0,0,0,1,12,1,0,0,0,0,0,0,0.44,11.39,3.66,82.66,1000.25,176.58
AfterNoor,41,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,0,7.98,2.64,89.75,1012.75,364.75
Morning,60,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,0,7.98,2.64,89.75,1012.75,364.75
Noon,53,Wednesday,0,0,0,2,12,1,0,0,0,0,0,0,0,7.98,2.64,89.75,1012.75,364.75
AfterNoor,25,Friday,0,0,0,4,12,1,0,0,0,0,0,0,1.38,11.62,5.23,76.45,986.14,2.17
Morning,63,Friday,0,0,0,4,12,1,0,0,0,0,0,0,1.38,11.62,5.23,76.45,986.14,2.17
Noon,63,Friday,0,0,0,4,12,1,0,0,0,0,0,0,1.38,11.62,5.23,76.45,986.14,2.17
Morning,71,Saturday,0,0,0,5,12,1,0,0,0,0,0,0,0.95,8.09,4.07,86.25,985.92,13.5
Noon,106,Saturday,0,0,0,5,12,1,0,0,0,0,0,0,0.95,8.09,4.07,86.25,985.92,13.5
AfterNoor,75,Monday,0,1,0,0,12,1,0,0,0,0,0,0,1.21,8.05,3.82,88.93,1006.87,7.42
Noon,105,Monday,0,1,0,0,12,1,0,0,0,0,0,0,1.21,8.05,3.82,88.93,1006.87,7.42
Morning,63,Tuesday,0,1,0,1,12,1,0,0,0,0,0,0,0.88,9.49,5.08,85.45,1009.19,72.08
AfterNoor,59,Friday,0,1,0,4,12,1,0,0,0,0,0,1,4.32,6.58,2.17,93.76,1027.39,0
Morning,121,Friday,0,1,0,4,12,1,0,0,0,0,0,1,4.32,6.58,2.17,93.76,1027.39,0
Noon,110,Friday,0,1,0,4,12,1,0,0,0,0,0,1,4.32,6.58,2.17,93.76,1027.39,0
Morning,93,Saturday,0,1,0,5,12,1,0,0,0,0,0,1,0,3.11,1.36,93.62,1038.05,209.42
Noon,119,Saturday,0,1,0,5,12,1,0,0,0,0,0,1,0,3.11,1.36,93.62,1038.05,209.42
AfterNoor,71,Monday,0,1,0,0,12,1,0,0,0,0,0,1,0,4.25,2.38,64.71,1030.01,422.92
Noon,149,Monday,0,1,0,0,12,1,0,0,0,0,0,1,0,4.25,2.38,64.71,1030.01,422.92
Morning,72,Tuesday,0,1,0,1,12,1,0,0,0,0,0,1,0.03,2.89,2,95.59,1032.53,0
AfterNoor,35,Friday,0,1,0,4,1,1,0,0,0,0,0,1,4.26,8.55,4.3,92.24,1020.06,0
Morning,53,Friday,0,1,0,4,1,1,0,0,0,0,0,1,4.26,8.55,4.3,92.24,1020.06,0
Noon,43,Friday,0,1,0,4,1,1,0,0,0,0,0,1,4.26,8.55,4.3,92.24,1020.06,0
Morning,59,Saturday,0,1,0,5,1,1,0,0,0,0,0,1,0,6.07,3.54,89.62,1031.31,171.08
Noon,92,Saturday,0,1,0,5,1,1,0,0,0,0,0,1,0,6.07,3.54,89.62,1031.31,171.08
AfterNoor,38,Monday,0,0,0,0,1,1,0,0,0,0,0,1,1.1,6.28,3.05,80.86,1024.42,434.92
Noon,45,Monday,0,0,0,0,1,1,0,0,0,0,0,1,1.1,6.28,3.05,80.86,1024.42,434.92
AfterNoor,15,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0,7.21,3.77,92.57,1024.83,91
Morning,24,Tuesday,0,0,0,1,1,1,0,0,0,0,0,1,0,7.21,3.77,92.57,1024.83,91
Noon,26,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0,7.21,3.77,92.57,1024.83,91
AfterNoor,31,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,3.22,11.33,3.47,97.44,1022.02,0
Morning,29,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,3.22,11.33,3.47,97.44,1022.02,0
Noon,25,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,3.22,11.33,3.47,97.44,1022.02,0
AfterNoor,34,Friday,0,0,0,4,1,1,0,0,0,0,0,0,3.3,7.49,3.12,90.89,1020.32,107.17
Morning,41,Friday,0,0,0,4,1,1,0,0,0,0,0,0,3.3,7.49,3.12,90.89,1020.32,107.17
Noon,28,Friday,0,0,0,4,1,1,0,0,0,0,0,0,3.3,7.49,3.12,90.89,1020.32,107.17
Morning,57,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,0,6.36,4.34,79.23,1028.88,131.33
Noon,80,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,0,6.36,4.34,79.23,1028.88,131.33
AfterNoor,20,Monday,0,0,0,0,1,1,0,0,0,0,0,0,0.33,8.45,4.25,88.66,1014.27,63
Noon,55,Monday,0,0,0,0,1,1,0,0,0,0,0,0,0.33,8.45,4.25,88.66,1014.27,63
AfterNoor,23,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,2.92,11.37,7.58,80.55,1004.18,0
Morning,32,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,2.92,11.37,7.58,80.55,1004.18,0
Noon,29,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,2.92,11.37,7.58,80.55,1004.18,0
AfterNoor,25,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.27,10.07,5.26,77.99,1011.41,32.08
Morning,32,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.27,10.07,5.26,77.99,1011.41,32.08
Noon,40,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.27,10.07,5.26,77.99,1011.41,32.08
AfterNoor,26,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0.15,9.03,4.34,79.73,1015.08,63.92
Morning,53,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0.15,9.03,4.34,79.73,1015.08,63.92
Noon,33,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0.15,9.03,4.34,79.73,1015.08,63.92
Morning,56,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,0.09,4.55,3.14,86.48,1025.38,326.25
Noon,79,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,0.09,4.55,3.14,86.48,1025.38,326.25
AfterNoor,32,Monday,0,0,0,0,1,1,0,0,0,0,0,0,0,1.77,1.05,100,1046.44,0
Noon,53,Monday,0,0,0,0,1,1,0,0,0,0,0,0,0,1.77,1.05,100,1046.44,0
AfterNoor,18,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.02,1.13,99.99,1041.29,0
Morning,36,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.02,1.13,99.99,1041.29,0
Noon,26,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.02,1.13,99.99,1041.29,0
AfterNoor,27,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,0,1.77,0.93,99.77,1036.52,0
Morning,33,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,0,1.77,0.93,99.77,1036.52,0
Noon,33,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,0,1.77,0.93,99.77,1036.52,0
AfterNoor,23,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0,1.75,1.41,99.32,1023.26,0
Morning,36,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0,1.75,1.41,99.32,1023.26,0
Noon,27,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0,1.75,1.41,99.32,1023.26,0
Morning,47,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,0,1.7,1.51,98.35,1020.5,0
Noon,84,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,0,1.7,1.51,98.35,1020.5,0
AfterNoor,21,Monday,0,0,0,0,1,1,0,0,0,0,0,0,5.38,8.94,4.43,90.48,1002.88,0
Noon,45,Monday,0,0,0,0,1,1,0,0,0,0,0,0,5.38,8.94,4.43,90.48,1002.88,0
AfterNoor,17,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,1.12,5.72,5.79,79.95,995.56,154.92
Morning,25,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,1.12,5.72,5.79,79.95,995.56,154.92
Noon,26,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,1.12,5.72,5.79,79.95,995.56,154.92
AfterNoor,26,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,0,5.62,4.52,79.85,1008.2,234
